brand,category,condition,countryOfManufacture,dataType,description,listingType,media,name,productCategory,shoe,shortDescription,tickerSymbol,title,traits,urlKey,year,market,_tags
Panini,Trading Cards Football,Graded,US,product,"The Deshaun Watson 2017 Prizm Rookie is Watson’s best base rookie. In 2017 Prizm, all rookies were silvers so there is not a base and silver parallel of this card. Watson won an NCAA championship while at Clemson and was taken as the 3rd Quarterback in the 1st round of the 2017 NFL draft. Watson spent most of his rookie year injured while impressing when he was on the field. He fits the modern mold of big, athletic quarterbacks and can really air out the ball.",standard,"{'imageUrl': 'https://stockx.imgix.net/images/Deshaun-Watson-2017-Panini-Prizm-Rookie-279-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316177', 'smallImageUrl': 'https://stockx.imgix.net/images/Deshaun-Watson-2017-Panini-Prizm-Rookie-279-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316177', 'thumbUrl': 'https://stockx.imgix.net/images/Deshaun-Watson-2017-Panini-Prizm-Rookie-279-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316177', 'gallery': [], 'hidden': False}",Rookie #279,collectibles,Panini Rookie #279,Deshaun-Watson-2017-Panini-Prizm-Rookie-279,PN-DW2PPR17,Deshaun Watson 2017 Panini Prizm Rookie #279,"[{'name': 'Year', 'value': '2017', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#279', 'filterable': False, 'visible': True, 'highlight': False}]",deshaun-watson-2017-panini-prizm-rookie-279,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'bbc4dd6b-fd15-43c9-bffc-a8ee03a1773a', 'lowestAsk': 220, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 15, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 390, 'highestBidSize': 'PSA 10', 'numberOfBids': 7, 'hasBids': 1, 'annualHigh': 995, 'annualLow': 75, 'deadstockRangeLow': 0, 'deadstockRangeHigh': 477, 'volatility': 1.38536, 'deadstockSold': 17, 'pricePremium': 0, 'averageDeadstockPrice': 436, 'lastSale': 200, 'lastSaleSize': 'PSA 9', 'salesLast72Hours': 0, 'changeValue': -401, 'changePercentage': -0.667221, 'absChangePercentage': 0.667221, 'totalDollars': 7410, 'lastLowestAskTime': 1607492439, 'lastHighestBidTime': 1606964343, 'lastSaleDate': '2020-11-05T05:32:50+00:00', 'createdAt': '2019-10-01T15:16:06+00:00', 'updatedAt': 1607634693, 'deadstockSoldRank': 60, 'pricePremiumRank': 5, 'averageDeadstockPriceRank': 43, 'featured': 1}","['collectibles', 'panini', 'trading cards', 'football', 'houston texans']"
Topps,Trading Cards Football,Graded,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/Peyton-Manning-1998-Topps-Chrome-Rookie-165-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316573', 'smallImageUrl': 'https://stockx.imgix.net/images/Peyton-Manning-1998-Topps-Chrome-Rookie-165-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316573', 'thumbUrl': 'https://stockx.imgix.net/images/Peyton-Manning-1998-Topps-Chrome-Rookie-165-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316573', 'gallery': [], 'hidden': False}",Rookie #165,collectibles,Topps Rookie #165,Peyton-Manning-1998-Topps-Chrome-Rookie-165,TP-PM1TCR98,Peyton Manning 1998 Topps Chrome Rookie #165,"[{'name': 'Year', 'value': '1998', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#165', 'filterable': False, 'visible': True, 'highlight': False}]",peyton-manning-1998-topps-chrome-rookie-165,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '7fa3703c-f289-451a-b6c4-fefe0a7fcb8a', 'lowestAsk': 425, 'lowestAskSize': 'PSA 8', 'parentLowestAsk': 0, 'numberOfAsks': 5, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 1501, 'highestBidSize': 'PSA 10', 'numberOfBids': 4, 'hasBids': 1, 'annualHigh': 4100, 'annualLow': 115, 'deadstockRangeLow': 0, 'deadstockRangeHigh': 1388, 'volatility': 3.62672, 'deadstockSold': 15, 'pricePremium': 0, 'averageDeadstockPrice': 720, 'lastSale': 300, 'lastSaleSize': 'BGS 8.5', 'salesLast72Hours': 0, 'changeValue': -3800, 'changePercentage': -0.926829, 'absChangePercentage': 0.926829, 'totalDollars': 10806, 'lastLowestAskTime': 1607299504, 'lastHighestBidTime': 1606906193, 'lastSaleDate': '2020-11-14T23:21:21+00:00', 'createdAt': '2019-10-01T15:15:32+00:00', 'updatedAt': 1607628537, 'deadstockSoldRank': 19, 'pricePremiumRank': 86, 'averageDeadstockPriceRank': 43, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'football', 'indianapolis colts']"
Topps,Trading Cards Baseball,Graded,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/Bryce-Harper-2012-Topps-Update-Rookie-US183-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606315610', 'smallImageUrl': 'https://stockx.imgix.net/images/Bryce-Harper-2012-Topps-Update-Rookie-US183-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606315610', 'thumbUrl': 'https://stockx.imgix.net/images/Bryce-Harper-2012-Topps-Update-Rookie-US183-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606315610', 'gallery': [], 'hidden': False}",Rookie #US183,collectibles,Topps Rookie #US183,Bryce-Harper-2012-Topps-Update-Rookie-US183,TP-BH2TURU12,Bryce Harper 2012 Topps Update Rookie #US183,"[{'name': 'Year', 'value': '2012', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#US183', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Washington Nationals', 'filterable': True, 'visible': True, 'highlight': False}]",bryce-harper-2012-topps-update-rookie-us183,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '91270300-024e-480b-b526-60fdcc6a4e26', 'lowestAsk': 80, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 6, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 125, 'highestBidSize': 'PSA 10', 'numberOfBids': 3, 'hasBids': 1, 'annualHigh': 250, 'annualLow': 60, 'deadstockRangeLow': 138, 'deadstockRangeHigh': 262, 'volatility': 0.308973, 'deadstockSold': 14, 'pricePremium': 0, 'averageDeadstockPrice': 143, 'lastSale': 200, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 0, 'changeValue': -50, 'changePercentage': -0.2, 'absChangePercentage': 0.2, 'totalDollars': 2005, 'lastLowestAskTime': 1606332307, 'lastHighestBidTime': 1601224589, 'lastSaleDate': '2020-09-23T12:58:32+00:00', 'createdAt': '2019-10-01T15:16:13+00:00', 'updatedAt': 1606713510, 'deadstockSoldRank': 85, 'pricePremiumRank': 46, 'averageDeadstockPriceRank': 43, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'baseball', 'washington nationals', 'team|washington nationals']"
Topps,Trading Cards Basketball,Graded,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/Allen-Iverson-1996-Topps-Chrome-Rookie-171-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606315720', 'smallImageUrl': 'https://stockx.imgix.net/images/Allen-Iverson-1996-Topps-Chrome-Rookie-171-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606315720', 'thumbUrl': 'https://stockx.imgix.net/images/Allen-Iverson-1996-Topps-Chrome-Rookie-171-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606315720', 'gallery': [], 'hidden': False}",Rookie #171,collectibles,Topps Rookie #171,Allen-Iverson-1996-Topps-Chrome-Rookie-171,TP-AI1TCR96,Allen Iverson 1996 Topps Chrome Rookie #171,"[{'name': 'Year', 'value': '1996', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#171', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Philadelphia 76ers', 'filterable': True, 'visible': True, 'highlight': False}]",allen-iverson-1996-topps-chrome-rookie-171,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '193f2af5-0222-4c85-a5bb-4b6bf2f7097d', 'lowestAsk': 500, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 6, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 1000, 'highestBidSize': 'PSA 10', 'numberOfBids': 3, 'hasBids': 1, 'annualHigh': 2200, 'annualLow': 275, 'deadstockRangeLow': 87, 'deadstockRangeHigh': 1513, 'volatility': 0.890882, 'deadstockSold': 9, 'pricePremium': 0, 'averageDeadstockPrice': 800, 'lastSale': 800, 'lastSaleSize': 'BGS 9.5', 'salesLast72Hours': 0, 'changeValue': 475, 'changePercentage': 1.46154, 'absChangePercentage': 1.46154, 'totalDollars': 7203, 'lastLowestAskTime': 1605990151, 'lastHighestBidTime': 1604887964, 'lastSaleDate': '2020-10-13T02:26:02+00:00', 'createdAt': '2019-10-01T15:16:20+00:00', 'updatedAt': 1607601216, 'deadstockSoldRank': 96, 'pricePremiumRank': 40, 'averageDeadstockPriceRank': 59, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'basketball', 'philadelphia 76ers', 'team|philadelphia 76ers']"
Topps,Trading Cards Baseball,Graded,US,product,"The Don Mattingly 1984 Topps Rookie is from the 1984 Topps set highlighted by the action shot on the front accompanied but a close-up head shot. Donnie Baseball is on the long list of players to win an AL MVP as a member of the Yankees where he spent his entire 14 year career. Matingly drove in over 1,000 runs while maintaining a career batting average over .300. Post playing career, Mattingly has gone on to manage the Los Angeles Dodgers and Miami Marlins.",standard,"{'imageUrl': 'https://stockx.imgix.net/images/Don-Mattingly-1984-Topps-Rookie-8-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317887', 'smallImageUrl': 'https://stockx.imgix.net/images/Don-Mattingly-1984-Topps-Rookie-8-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317887', 'thumbUrl': 'https://stockx.imgix.net/images/Don-Mattingly-1984-Topps-Rookie-8-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317887', 'gallery': [], 'hidden': False}",Rookie #8,collectibles,Topps Rookie #8,Don-Mattingly-1984-Topps-Rookie-8,TOP-DM1984R8,Don Mattingly 1984 Topps Rookie #8,"[{'name': 'Year', 'value': '1984', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#8', 'filterable': False, 'visible': True, 'highlight': False}]",don-mattingly-1984-topps-rookie-8,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'e7f44013-ba21-4a0c-80d0-117375b9e436', 'lowestAsk': 70, 'lowestAskSize': 'PSA 7', 'parentLowestAsk': 0, 'numberOfAsks': 2, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 50, 'highestBidSize': 'PSA 9', 'numberOfBids': 2, 'hasBids': 1, 'annualHigh': 80, 'annualLow': 29, 'deadstockRangeLow': 10, 'deadstockRangeHigh': 50, 'volatility': 0.653386, 'deadstockSold': 9, 'pricePremium': 0, 'averageDeadstockPrice': 44, 'lastSale': 30, 'lastSaleSize': 'PSA 5', 'salesLast72Hours': 0, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 396, 'lastLowestAskTime': 1583987036, 'lastHighestBidTime': 1606600179, 'lastSaleDate': '2020-11-27T22:07:09+00:00', 'createdAt': '2019-10-01T15:16:05+00:00', 'updatedAt': 1607459233, 'deadstockSoldRank': 61, 'pricePremiumRank': 7, 'averageDeadstockPriceRank': 3, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'baseball', 'new york yankees']"
Topps,Trading Cards Baseball,Graded,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/Bryce-Harper-2012-Topps-Rookie-Screaming-661-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317395', 'smallImageUrl': 'https://stockx.imgix.net/images/Bryce-Harper-2012-Topps-Rookie-Screaming-661-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317395', 'thumbUrl': 'https://stockx.imgix.net/images/Bryce-Harper-2012-Topps-Rookie-Screaming-661-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317395', 'gallery': [], 'hidden': False}",Rookie Screaming #661,collectibles,Topps Rookie Screaming #661,Bryce-Harper-2012-Topps-Rookie-Screaming-661,TP-BH2TRS12,Bryce Harper 2012 Topps Rookie Screaming #661,"[{'name': 'Year', 'value': '2012', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#661', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Washington Nationals', 'filterable': True, 'visible': True, 'highlight': False}]",bryce-harper-2012-topps-rookie-screaming-661,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '4f50d855-5b63-4681-9180-ac05b3398135', 'lowestAsk': 220, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 3, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 0, 'highestBidSize': '', 'numberOfBids': 0, 'hasBids': 0, 'annualHigh': 150, 'annualLow': 45, 'deadstockRangeLow': 109, 'deadstockRangeHigh': 191, 'volatility': 0.271279, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 79, 'lastSale': 150, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 0, 'changeValue': 30, 'changePercentage': 0.25, 'absChangePercentage': 0.25, 'totalDollars': 630, 'lastLowestAskTime': 1607029718, 'lastHighestBidTime': 0, 'lastSaleDate': '2020-08-25T05:47:27+00:00', 'createdAt': '2019-10-01T15:16:13+00:00', 'updatedAt': 1607365357, 'deadstockSoldRank': 63, 'pricePremiumRank': 65, 'averageDeadstockPriceRank': 66, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'baseball', 'washington nationals', 'team|washington nationals']"
Topps,Trading Cards Basketball,Graded,US,product,"The Tim Duncan 1997 Topps Chrome Rookie is the best rookie of the 1997 #1 overall pick. The Spurs All-Star center, David Robinson missed almost all of 1996-97 with an injury putting the Spurs in a position to win the draft lottery. San Antonio won the lottery and was able to pair Duncan and Robinson for the next six seasons. This is an early card featuring Topps innovative chrome technology with an action shot of the future Hall of Famer, Tim Duncan.",standard,"{'imageUrl': 'https://stockx.imgix.net/images/Tim-Duncan-1997-Topps-Chrome-Rookie-115-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606323041', 'smallImageUrl': 'https://stockx.imgix.net/images/Tim-Duncan-1997-Topps-Chrome-Rookie-115-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606323041', 'thumbUrl': 'https://stockx.imgix.net/images/Tim-Duncan-1997-Topps-Chrome-Rookie-115-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606323041', 'gallery': [], 'hidden': False}",Rookie #115,collectibles,Topps Rookie #115,Tim-Duncan-1997-Topps-Chrome-Rookie-115,TP-TD1TCR97,Tim Duncan 1997 Topps Chrome Rookie #115,"[{'name': 'Year', 'value': '1997', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#115', 'filterable': False, 'visible': True, 'highlight': False}]",tim-duncan-1997-topps-chrome-rookie-115,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '6d45b93d-dbad-425f-b6d1-643ef79624e1', 'lowestAsk': 420, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 7, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 626, 'highestBidSize': 'PSA 10', 'numberOfBids': 4, 'hasBids': 1, 'annualHigh': 1310, 'annualLow': 129, 'deadstockRangeLow': 830, 'deadstockRangeHigh': 1790, 'volatility': 0.366412, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 602, 'lastSale': 1310, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 0, 'changeValue': 121, 'changePercentage': 0.101658, 'absChangePercentage': 0.101658, 'totalDollars': 4819, 'lastLowestAskTime': 1606928705, 'lastHighestBidTime': 1607566276, 'lastSaleDate': '2020-09-02T20:21:41+00:00', 'createdAt': '2019-10-01T15:15:21+00:00', 'updatedAt': 1607627138, 'deadstockSoldRank': 39, 'pricePremiumRank': 41, 'averageDeadstockPriceRank': 53, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'basketball', 'san antonio spurs']"
Topps,Trading Cards Football,Graded,US,product,"The Dan Marino 1984 Topps Rookie is one of the numerous star rookie cards in this set. John Elway’s rookie can also be found in 1984 Topps making this a very desirable set for collectors. Many of the 1984 Topps cards are subject to various print defects and few are in good condition. Marino is widely considered the best Quarterback to never win a Superbowl, making his 1984 Topps Rookie a must have for any collection.",standard,"{'imageUrl': 'https://stockx.imgix.net/images/Dan-Marino-1984-Topps-Rookie-123-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317493', 'smallImageUrl': 'https://stockx.imgix.net/images/Dan-Marino-1984-Topps-Rookie-123-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317493', 'thumbUrl': 'https://stockx.imgix.net/images/Dan-Marino-1984-Topps-Rookie-123-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317493', 'gallery': [], 'hidden': False}",Rookie #123,collectibles,Topps Rookie #123,Dan-Marino-1984-Topps-Rookie-123,TOP-DM1984R123,Dan Marino 1984 Topps Rookie #123,"[{'name': 'Year', 'value': '1984', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#123', 'filterable': False, 'visible': True, 'highlight': False}]",dan-marino-1984-topps-rookie-123,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'd0a30e3e-629f-4a73-9b19-a3b156f569dd', 'lowestAsk': 119, 'lowestAskSize': 'PSA 8', 'parentLowestAsk': 0, 'numberOfAsks': 6, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 2000, 'highestBidSize': 'PSA 10', 'numberOfBids': 5, 'hasBids': 1, 'annualHigh': 75, 'annualLow': 50, 'deadstockRangeLow': 64, 'deadstockRangeHigh': 86, 'volatility': 0.145057, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 58, 'lastSale': 75, 'lastSaleSize': 'PSA 8', 'salesLast72Hours': 0, 'changeValue': 10, 'changePercentage': 0.153846, 'absChangePercentage': 0.153846, 'totalDollars': 465, 'lastLowestAskTime': 1606864184, 'lastHighestBidTime': 1606255309, 'lastSaleDate': '2020-07-15T00:44:39+00:00', 'createdAt': '2019-10-01T15:16:09+00:00', 'updatedAt': 1607482328, 'deadstockSoldRank': 96, 'pricePremiumRank': 84, 'averageDeadstockPriceRank': 18, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'football', 'miami dolphins']"
Topps,Trading Cards Football,Graded,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/Drew-Brees-2001-Topps-Rookie-328-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316195', 'smallImageUrl': 'https://stockx.imgix.net/images/Drew-Brees-2001-Topps-Rookie-328-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316195', 'thumbUrl': 'https://stockx.imgix.net/images/Drew-Brees-2001-Topps-Rookie-328-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316195', 'gallery': [], 'hidden': False}",Rookie #328,collectibles,Topps Rookie #328,Drew-Brees-2001-Topps-Rookie-328,TP-DB2TR01,Drew Brees 2001 Topps Rookie #328,"[{'name': 'Year', 'value': '2001', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#328', 'filterable': False, 'visible': True, 'highlight': False}]",drew-brees-2001-topps-rookie-328,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '8510a3f8-3a57-48e9-9f86-6e3956229018', 'lowestAsk': 325, 'lowestAskSize': 'PSA 8', 'parentLowestAsk': 0, 'numberOfAsks': 2, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 605, 'highestBidSize': 'PSA 10', 'numberOfBids': 7, 'hasBids': 1, 'annualHigh': 398, 'annualLow': 65, 'deadstockRangeLow': 186, 'deadstockRangeHigh': 416, 'volatility': 0.38174, 'deadstockSold': 6, 'pricePremium': 0, 'averageDeadstockPrice': 212, 'lastSale': 301, 'lastSaleSize': 'PSA 9', 'salesLast72Hours': 0, 'changeValue': -97, 'changePercentage': -0.243719, 'absChangePercentage': 0.243719, 'totalDollars': 1274, 'lastLowestAskTime': 1603053249, 'lastHighestBidTime': 1601135726, 'lastSaleDate': '2020-09-22T16:14:14+00:00', 'createdAt': '2019-10-01T15:16:05+00:00', 'updatedAt': 1607600691, 'deadstockSoldRank': 62, 'pricePremiumRank': 60, 'averageDeadstockPriceRank': 3, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'football', 'san diego charges']"
Topps,Trading Cards Baseball,Graded,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/JD-Martinez-2011-Topps-Update-Rookie-US186-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606319553', 'smallImageUrl': 'https://stockx.imgix.net/images/JD-Martinez-2011-Topps-Update-Rookie-US186-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606319553', 'thumbUrl': 'https://stockx.imgix.net/images/JD-Martinez-2011-Topps-Update-Rookie-US186-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606319553', 'gallery': [], 'hidden': False}",Rookie #US186,collectibles,Topps Rookie #US186,JD-Martinez-2011-Topps-Update-Rookie-US186,TP-JM2TURU11,J.D. Martinez 2011 Topps Update Rookie #US186,"[{'name': 'Year', 'value': '2011', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#US186', 'filterable': False, 'visible': True, 'highlight': False}]",jd-martinez-2011-topps-update-rookie-us186,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '199c7a4b-8432-4459-93e0-1607388a3b87', 'lowestAsk': 45, 'lowestAskSize': 'PSA 10', 'parentLowestAsk': 0, 'numberOfAsks': 4, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 35, 'highestBidSize': 'PSA 10', 'numberOfBids': 2, 'hasBids': 1, 'annualHigh': 70, 'annualLow': 40, 'deadstockRangeLow': 33, 'deadstockRangeHigh': 55, 'volatility': 0.240695, 'deadstockSold': 5, 'pricePremium': 0, 'averageDeadstockPrice': 50, 'lastSale': 44, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 0, 'changeValue': -6, 'changePercentage': -0.12, 'absChangePercentage': 0.12, 'totalDollars': 249, 'lastLowestAskTime': 1606784302, 'lastHighestBidTime': 1606756872, 'lastSaleDate': '2020-11-30T21:16:55+00:00', 'createdAt': '2019-10-01T15:15:57+00:00', 'updatedAt': 1607601160, 'deadstockSoldRank': 16, 'pricePremiumRank': 48, 'averageDeadstockPriceRank': 79, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'baseball', 'houston astros']"
Topps,Trading Cards Football,Graded,US,product,"The Joe Montana 1981 Topps Rookie is the most notable rookie card in the 1981 Topps Football set. Montana Led the 49ers to multiple Super Bowls and won two league MVP awards. Montana entered the league a few years before Elway and Marino, and with those two players, dominated the 1980s. Montana was the first player ever to be named MVP of three Super Bowls and passed for over 40,000 yards.",standard,"{'imageUrl': 'https://stockx.imgix.net/images/Joe-Montana-1981-Topps-Rookie-216-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606318222', 'smallImageUrl': 'https://stockx.imgix.net/images/Joe-Montana-1981-Topps-Rookie-216-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606318222', 'thumbUrl': 'https://stockx.imgix.net/images/Joe-Montana-1981-Topps-Rookie-216-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606318222', 'gallery': [], 'hidden': False}",Rookie #216,collectibles,Topps Rookie #216,Joe-Montana-1981-Topps-Rookie-216,TP-JM1TR81,Joe Montana 1981 Topps Rookie #216,"[{'name': 'Year', 'value': '1981', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#216', 'filterable': False, 'visible': True, 'highlight': False}]",joe-montana-1981-topps-rookie-216,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '2e756680-f029-403a-babd-4ea64a5887df', 'lowestAsk': 279, 'lowestAskSize': 'PSA 7', 'parentLowestAsk': 0, 'numberOfAsks': 3, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 900, 'highestBidSize': 'PSA 10', 'numberOfBids': 4, 'hasBids': 1, 'annualHigh': 225, 'annualLow': 100, 'deadstockRangeLow': 185, 'deadstockRangeHigh': 265, 'volatility': 0.179225, 'deadstockSold': 5, 'pricePremium': 0, 'averageDeadstockPrice': 155, 'lastSale': 225, 'lastSaleSize': 'PSA 8', 'salesLast72Hours': 0, 'changeValue': 65, 'changePercentage': 0.40625, 'absChangePercentage': 0.40625, 'totalDollars': 776, 'lastLowestAskTime': 1606801410, 'lastHighestBidTime': 1605551560, 'lastSaleDate': '2020-11-28T19:50:57+00:00', 'createdAt': '2019-10-01T15:15:55+00:00', 'updatedAt': 1607556003, 'deadstockSoldRank': 55, 'pricePremiumRank': 95, 'averageDeadstockPriceRank': 97, 'featured': 1}","['collectibles', 'topps', 'trading cards', 'football', 'san fransisco 49ers']"
